Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Histogram,Volatility,Bollinger_Upper,Bollinger_Lower
2021-01-01,783.0470761194182,799.4254695752543,779.8762506114704,784.3582382146825,39950632,,,784.3582382146825,784.3582382146825,,0.0,0.0,0.0,,,
2021-01-02,787.2043578108501,791.218990890138,775.569982745546,784.4149845949195,41257278,,,784.3889758373108,784.3877026813439,,0.0012731559669418857,0.0007073088705232698,0.0005658470964186159,,,
2021-01-03,792.9900542121526,806.1075316725046,791.5124026319006,796.7688938074978,32015755,,,789.2208606801781,788.8361444413075,,0.3847162388706238,0.1580880178869579,0.2266282209836659,,,
2021-01-04,783.2642006081339,789.5235400070297,778.8534723555013,785.7364521610945,28806876,,,788.1209690829904,787.9696059350094,,0.15136314798098738,0.15580994542558577,-0.004446797444598388,,,
2021-01-05,781.6053882402209,795.4587739730586,770.6830430544228,781.3268406528266,38993867,,,786.2750286705713,786.4291212673289,,-0.15409259675766407,0.06362094549006406,-0.21771354224772813,,,
2021-01-06,797.5783903941546,809.4123642492159,793.4361767490639,799.4618683182684,17329515,,,789.4801244620176,789.0394765561706,,0.44064790584695857,0.16581621404026747,0.2748316918066911,,,
2021-01-07,780.0596931091086,784.3244593624673,775.690365703126,779.2002498584513,35304770,,,787.1862064107685,787.2896210931802,,-0.10341468241176699,0.09768105657500066,-0.20109573898676764,,,
2021-01-08,796.0998413904276,809.5176181642483,783.2682418078573,797.442603888509,18054686,,,789.3265584814299,788.9255181954229,,0.4010402860069462,0.17058398407907102,0.23045630192787517,,,
2021-01-09,792.6414055006794,793.1831078769212,767.8377085420673,787.1114546969962,30753858,,,788.8883321107372,788.6566341609343,,0.2316979498028786,0.18470161334921797,0.046996336453660637,,,
2021-01-10,784.2374711275743,790.3185927648127,772.4983388049062,782.049106474615,21538212,,,787.5923015107189,787.744859649227,,-0.15255813850808408,0.10913585103145507,-0.26169398953953915,,,
2021-01-11,794.4401845043299,801.8320315756151,791.8105022826214,800.2319002282303,25829955,,,789.9050433137727,789.3644327682239,,0.5406105455488159,0.20354004877303092,0.33707049677578504,,,
2021-01-12,790.014609511764,799.680170747637,780.2851238116021,789.1861293384885,49921825,,,789.7772227690608,789.3425253824586,,0.4346973866022381,0.25318295057431306,0.18151443602792505,,,
2021-01-13,789.8721015725646,797.2289888647128,773.7413763251939,786.4522872835818,12143367,,,789.1998876562014,789.0039345104976,,0.19595314570381106,0.24107113552627307,-0.04511798982246201,,,
2021-01-14,781.4004394080724,788.8081688643201,777.0412156279726,778.6844656443351,14138911,,,787.4094470261628,787.844935347238,47.9680711576052,-0.4354883210752405,0.09953439241357201,-0.5350227134888125,,,
2021-01-15,773.8268713164858,779.8314967373653,767.2034731118455,774.4632424743525,5421386,,,785.240736132447,786.3973639687075,46.560335908101884,-1.1566278362605544,-0.16085986164587465,-0.9957679746146798,,,
2021-01-16,796.8509969909328,806.0982586855349,788.9665892446047,796.8980103112197,45415833,,,787.1671926029073,787.495817836885,53.75509123812406,-0.32862523397761834,-0.19538472461216078,-0.13324050936545756,,,
2021-01-17,806.9364752743872,803.4894914736816,790.2650065704642,800.957590832793,44441112,,,789.4204510627865,788.8623053558721,51.32620558707314,0.558145706914388,-0.04120686147191509,0.5993525683863031,,,
2021-01-18,795.2287959491626,803.0589943364012,790.1449316784169,796.0466450691998,16258718,,,790.4928879693734,789.572105453191,53.39600484074982,0.9207825161823848,0.15472052813423257,0.7660619880481523,,,
2021-01-19,783.590679640799,792.900135220576,771.1093333398495,783.5981912724832,29138640,,,789.3858528474703,788.9961336842788,50.71051781349214,0.3897191631915575,0.20240749679137673,0.1873116664001808,,,
2021-01-20,800.6150412595508,811.3513323676564,793.619453947806,804.0563102163926,4822310,789.4222732669468,,791.7256727463822,790.4164228000773,51.416631587398065,1.3092499463049307,0.4263579597411014,0.8828919865638294,8.762447185298482,806.9471676375438,771.8973788963499
2021-01-21,793.3743188469415,807.7016045825922,783.6985551900144,792.4640903024837,44883219,789.8275658713369,,791.8427832223817,790.6057035914442,54.320711561585256,1.237079630937501,0.5900117336221212,0.6470678973153797,8.703151548936662,807.2338689692102,772.4212627734636
2021-01-22,785.2724676995707,783.6937128121913,773.5735559880524,780.0021185604086,25153382,789.6069225696112,,789.9737732068569,789.6432115797594,44.09641649923042,0.33056162709749515,0.5377359853775443,-0.20717435828004915,8.901276668473466,807.4094759065582,771.8043692326643
2021-01-23,807.1030661267209,806.6575769197589,802.2625336144597,804.8329302762273,10818612,790.0101243930478,,792.3098965286543,790.9993464181892,55.46248763510047,1.3105501104651012,0.6932166059844177,0.6173335044806835,9.410822003100177,808.8317683992482,771.1884803868475
2021-01-24,802.0272601348627,803.6377983223491,796.2738344483504,798.5445661989725,40195424,790.6505300949418,,793.2868035586978,791.6628923391426,55.046437292115776,1.6239112195552252,0.8802387156407759,0.7436725039144493,9.539606849558789,809.7297437940593,771.5713163958243
2021-01-25,798.4900347543736,811.2213257217987,782.742281083228,795.4962112731666,26366640,791.3589986259587,,793.6320129263091,791.9953929293797,48.40336574423641,1.6366199969294257,1.0320886447108795,0.6045313522185463,9.334680007815761,810.0283586415902,772.6896386103273
2021-01-26,789.9059547454881,795.7465519246745,789.41061861402,791.5749956176534,44134990,790.964654990928,,793.3113830377546,791.95938390403,50.846049488921295,1.3519991337245756,1.0962647027475227,0.25573443097705284,9.138895434575742,809.2424458600794,772.6868641217766
2021-01-27,777.851804187716,784.6209923768688,775.6676992380562,781.6721716813169,1898954,791.0882510820713,,791.5008310161533,791.0883228178724,48.388869974290735,0.41250819828087515,0.9591819561105269,-0.5466737578296518,8.986868442289962,809.0619879666513,773.1145141974914
2021-01-28,796.382141518108,807.2734674609336,779.6652660325965,796.858300922053,34663382,791.0590359337485,,792.3327961843419,791.5717663408582,55.83373590553875,0.7610298434836977,0.9194747286371325,-0.1584448851534348,8.966049674806557,808.9911352833617,773.1269365841354
2021-01-29,798.7626954739642,803.5132241806093,790.5502725186384,800.8597969864288,38590895,791.74645304822,,793.6550499386265,792.3424882851373,58.485168724355226,1.3125616534891833,0.9982139566613347,0.3143476968278486,9.172130448886655,810.0907139459933,773.4021921504467
2021-01-30,802.7513104816068,808.8395735592765,789.6245617447448,798.4866345617334,28070482,792.568329452576,,794.403354423802,792.847829714865,50.58627895893538,1.5555247089370141,1.1098142616023536,0.4457104473346605,8.992141195283068,810.5526118431421,774.5840470620099
2021-01-31,779.5104480131035,785.8509255864976,770.904112745308,780.361575200314,48816061,791.5748132011802,,792.230837566763,791.8291908496617,43.113963294798076,0.40164671710124367,0.9680403466174228,-0.5663936295161791,9.196242092198489,809.9672973855771,773.1823290167832
2021-02-01,798.2178660969217,804.4385962959261,782.1525710439896,796.7117689373716,4762994,791.9510951811243,,792.9235146305095,792.224547724119,50.20657512256983,0.698966906390524,0.9141829883767301,-0.21521608198620612,9.247182344167076,810.4454598694584,773.4567304927901
2021-02-02,797.9918138807371,809.42622713822,788.0540421865654,796.867277568824,42871073,792.4718446953864,,793.5327053869137,792.5979075998704,54.46183391893454,0.9347977870432942,0.9183085630036188,0.016489224039675343,9.214421204835142,810.9006871050567,774.043002285716
2021-02-03,790.6377590462073,798.6625531656462,776.730533819306,792.1129265154102,41286251,793.1432677389403,,793.3135295782326,792.5591521730821,45.509724640523714,0.7543774051505352,0.8855056984046028,-0.1311282932540676,8.62745442653381,810.3981765920079,775.8883588858727
