Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Histogram,Volatility,Bollinger_Upper,Bollinger_Lower
2021-01-01,1280.7364145151807,1287.3162165972387,1272.8681325074713,1280.7673413955788,36657467,,,1280.7673413955788,1280.7673413955788,,0.0,0.0,0.0,,,
2021-01-02,1288.142926285076,1291.1330393865564,1284.0408186900263,1286.7629624462925,37763523,,,1284.0149694647153,1283.880452325757,,0.1345171389582447,0.0747317438656915,0.05978539509255319,,,
2021-01-03,1269.822561345591,1275.1185058084632,1261.7519247647824,1269.411134712738,6038840,,,1278.3150893883085,1278.6817669931345,,-0.366677604826009,-0.10617372690959555,-0.26050387791641344,,,
2021-01-04,1266.3560108622025,1277.8906405179239,1263.879543853158,1269.2851870322086,16500900,,,1275.4647021072235,1276.0548938626537,,-0.590191755430169,-0.27013647369840765,-0.32005528173176134,,,
2021-01-05,1288.2077775425153,1297.9562654126346,1286.8491470096712,1288.1735893260784,11627227,,,1278.91766134332,1278.8652693253803,,0.05239201793983739,-0.17419153925104774,0.22658355719088513,,,
2021-01-06,1287.9742509645544,1288.0530666457566,1269.7170451968268,1284.1373479494443,16711606,,,1280.1863197953,1279.9212246251896,,0.26509517011049866,-0.05512041714550239,0.3202155872560011,,,
2021-01-07,1277.8320881792383,1288.5898390803402,1275.4392626722013,1282.6184187571268,31329991,,,1280.7290341693667,1280.4009066196709,,0.3281275496958642,0.041869419136649697,0.2862581305592145,,,
2021-01-08,1283.35901106286,1289.3186509802981,1270.1578061805512,1282.8103536523165,9512482,,,1281.16337346586,1280.7891282386936,,0.37424522716651154,0.12174557613468084,0.2524996510318307,,,
2021-01-09,1284.5245665789598,1290.0266838976574,1270.6629978523279,1286.5724538024867,21941778,,,1282.2334820817014,1281.6463440482296,,0.5871380334717742,0.229253542603436,0.3578844908683382,,,
2021-01-10,1266.784140500359,1269.5998233619132,1252.4168446570209,1263.588426228454,25439661,,,1278.7002512438073,1279.1545271411787,,-0.45427589737141716,0.07610326921953225,-0.5303791665909494,,,
2021-01-11,1287.2683120571076,1296.1845998609356,1277.39059195275,1286.657161999116,48383196,,,1280.1561740573595,1280.1276212590913,,0.028552798268265178,0.0656994978757464,-0.03714669960748122,,,
