Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI,MACD,Volatility
2022-01-01,747.3181259888481,750.0618632387655,737.6405333412106,745.108454493356,5948962,,,,0.0,
2022-01-02,750.6627011535044,758.1720830815182,745.262825865981,752.1371639701165,5892984,,,,0.1576954049272672,
2022-01-03,752.2596971889902,757.9508610108998,750.6558461722076,748.4170052382902,3921704,,,,0.08557334666772931,
2022-01-04,754.3915633178462,762.1984432323408,752.3611611081267,758.3199691870367,1036538,,,,0.4082163767741349,
2022-01-05,754.6811748694727,760.1529077675244,739.7926136700154,750.154944822249,2354098,,,,0.2500366804092664,
2022-01-06,750.7424640338247,751.5262973154769,749.2445943373294,751.4595218852573,5974534,,,,0.20603385190838708,
2022-01-07,746.6261055520769,756.2464453218763,740.5142694452227,747.3433115554391,4652379,,,,-0.012205716348034912,
2022-01-08,747.3473467413638,753.335398275672,741.5115635411817,747.5818008200572,4788033,,,,-0.14700329118920763,
2022-01-09,750.7739505701848,755.5004512881167,745.9051163473771,751.6020712046825,1616291,,,,-0.03865111156540024,
2022-01-10,749.5074491890717,751.7987459544091,747.2311442426973,754.3193550748464,8077659,,,,0.17873885712469928,
2022-01-11,751.3447703475821,755.2876247510765,747.2976534038763,752.6402884958876,9637030,,,,0.2438684010144243,
2022-01-12,747.755173122801,754.0449812710306,742.5355841183542,747.3748323262203,6323292,,,,-0.0009362282432903157,
2022-01-13,752.3682169901298,759.1806084365177,745.8548495997571,751.9192378561672,1334384,,,,0.07422759905330167,
2022-01-14,755.3582151632769,758.6816504914999,751.7939451155196,754.369289456744,8749382,,,58.39563652538016,0.2715202731632189,
2022-01-15,752.7534520218788,761.6272833222108,749.7178828745368,754.7531150974149,3654226,,,58.68317397356811,0.4396210824328364,
2022-01-16,754.5572073127657,756.9427912058499,750.155512145614,755.0374221745614,3246271,,,52.97205773669573,0.5788925102331177,
2022-01-17,765.0540943782415,764.8380200612397,753.6661215656643,764.6522574522559,7640089,,,64.84385809838633,1.2729321486276604,
2022-01-18,760.5423339676187,769.0975944946815,754.7312489604494,758.693227217151,8855226,,,50.36779383924937,1.4131114823096596,
2022-01-19,754.8631654162375,759.9110176801006,748.3079483713718,755.736627798129,4857428,,,56.129082563035304,1.3139903190991618,
2022-01-20,753.9645137216131,757.6315276887705,745.9656091995663,754.386889001653,3224426,752.8003392563758,,53.211271086134595,1.1337548505082395,4.6265074977929865
2022-01-21,759.1320130032989,763.8903857390167,750.004458566045,758.6069639186206,1925174,753.4752647276389,,62.32793946202976,1.2601085997415566,4.425572647103247
2022-01-22,757.0695571866785,764.082735206149,750.1926237937676,754.3789894970223,5658362,753.5873560039843,,56.84194596180483,1.0593215618830527,4.418281921253538
2022-01-23,759.430563981653,760.2890004278651,755.2692990319043,757.5771614558721,6363677,754.0453638148634,,56.11564971539409,1.108320605707604,4.327961018557547
2022-01-24,754.2188607819463,759.0875444957196,747.6299424439632,749.8106970555052,3676364,753.6199002082869,,45.81757156761024,0.5993749475261438,4.303813797390047
2022-01-25,752.9733440802697,759.5774278362908,750.4089767140476,754.1025128168486,4606007,753.8172786080167,,51.29371185243276,0.4948580947495884,4.226366395670517
2022-01-26,750.2247402140822,750.7363538233915,744.2871661804973,750.0095050331264,1915024,753.7447777654103,,52.38042852376514,0.12030091670135334,4.281024721703838
2022-01-27,749.111639705825,758.5946512471945,746.9344320557195,751.5223102948507,9632868,753.9537277023808,,49.62059127644441,-0.06570690462763196,4.047765278105179
2022-01-28,761.6854640461636,763.2250298295622,757.7938202553468,762.6729874799964,1573244,754.7082870353777,,56.8052691915938,0.5873484171777363,4.20113088986427
2022-01-29,756.1299181160407,760.5249084959338,749.9086871111068,755.9595667598787,6951329,754.9261618131376,,50.895805579342884,0.6061056610969899,4.144166795236493
2022-01-30,751.2724915692468,758.2380631957966,750.557627576658,752.426545058615,2098433,754.831521312326,,48.15061305643443,0.3571105780815742,4.180210162949182
2022-01-31,756.4990358480085,758.7125175052918,750.7695865570018,756.1162918378755,2962102,755.0053214794254,,43.399606339853214,0.42835844797082245,4.156504016901577
2022-02-01,756.2306840692606,753.6764232194752,750.7750132820232,754.7471460855841,2514461,755.3739371673936,,46.715576759508735,0.3782890309478262,3.7513417004442307
2022-02-02,753.7453366224373,758.9345844655857,742.5647775319634,749.0359104746698,4815630,755.2297707983187,,44.66735224061104,-0.088140110887025,3.9416713173314073
