Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,RSI,MACD,MACD_Signal,MACD_Histogram,Volatility,Bollinger_Upper,Bollinger_Lower
2021-01-01,693.4135450544878,699.3209806223753,689.2932295091614,692.5234581980314,38895519,,,692.5234581980314,692.5234581980314,,0.0,0.0,0.0,,,
2021-01-02,705.9517190760859,712.4699048784573,692.6855432961999,704.5759303777977,35405328,,,699.051880628738,698.7814725990639,,0.2704080296740585,0.15022668315225474,0.12018134652180379,,,
2021-01-03,716.2902909824924,721.7813345800217,704.8864152561522,712.2969205164628,46320928,,,704.2214227558176,703.6374418113772,,0.5839809444403272,0.3279948230244155,0.2559861214159117,,,
2021-01-04,692.076798471052,701.2014194550172,679.8451601156974,690.7666040162309,14613362,,,699.9742623002325,700.039318014055,,-0.06505571382251674,0.19484762219550894,-0.2599033360180257,,,
2021-01-05,709.7096160009929,720.2073864034631,694.1261035027933,709.2953905635366,20121547,,,702.5067795358773,702.1858394158667,,0.32094012001061856,0.23235728956078427,0.08858283044983428,,,
2021-01-06,699.515699548679,712.0782255427802,684.9434317991295,699.4860815987853,25239235,,,701.7725910188359,701.6450994576012,,0.12749156123470584,0.20393284676271028,-0.07644128552800444,,,
2021-01-07,697.856620465961,707.1505615692274,694.0454463277966,699.5653344319535,40881612,,,701.2800494340746,701.2752240290058,,0.004825405068800137,0.1535440649731807,-0.14871865990438057,,,
2021-01-08,707.8461225605326,710.0824988903549,701.6914720520149,709.9238007977536,41144444,,,703.0838671166172,702.6687240437036,,0.41514307291356545,0.21641122595168982,0.19873184696187562,,,
2021-01-09,706.7294817457757,715.1690909054093,695.491488949771,707.4820072788845,22136192,,,703.9539757836025,703.3821582848612,,0.5718174987412112,0.29851183814568066,0.2733056605955306,,,
2021-01-10,704.6330526124101,716.7588815613316,696.4737600565849,709.0564383234502,38956051,,,704.9208904518601,704.16515370419,,0.7557367476701984,0.4009567597487454,0.354779987921453,,,
2021-01-11,710.1977191708097,715.0333650015934,696.3660464942598,706.7505724311038,48043072,,,705.2556781373131,704.5004833321326,,0.7551948051805084,0.47846201999566795,0.27673278518484046,,,
2021-01-12,706.1316371803221,715.0161503200022,702.2106868498295,706.3367244469385,30785940,,,705.4478846222413,704.7260944856572,,0.7217901365841044,0.5307186946516798,0.19107144193242465,,,
2021-01-13,691.9515899480363,701.5755018031479,679.1457594338398,692.4113021672109,30486782,,,703.1842386550202,703.2834187868142,,-0.09918013179401441,0.39741021837518564,-0.49659035016920006,,,
2021-01-14,715.562373687249,718.8429071169686,704.8778772663629,715.2348976559582,33998676,,,705.2360811269317,704.6257120955786,59.19011136529964,0.610369031353116,0.4419613609420925,0.16840767041102356,,,
2021-01-15,709.4712796553082,707.9264964087729,693.6526258978972,703.9447842168348,20712416,,,705.0197667882588,704.5520523787195,54.23467967280925,0.46771440953932597,0.4472998002982188,0.020414609241107162,,,
2021-01-16,709.6043607107009,710.9801908394418,691.0782411393233,703.0567338592388,45070827,,,704.6953601190974,704.3956297778334,49.38588667063962,0.2997303412639667,0.4169311057317864,-0.11720076446781968,,,
2021-01-17,693.1798392905004,712.0183998879274,676.6249492406363,697.7231935215489,45984555,,,703.5561549193833,703.7183192283076,43.99283115903575,-0.16216430892427525,0.29844392877051934,-0.4606082376947946,,,
2021-01-18,715.2609869063073,724.247666939526,707.5078551423902,715.1032931586914,30402436,,,705.4250372976097,704.843134580339,60.38674958986216,0.5819027172707365,0.35617568941343836,0.22572702785729815,,,
2021-01-19,703.8866361465849,723.4804258505275,698.3737900295916,708.7668352744107,9164994,,,705.9616073445983,705.221436102772,49.748211675787715,0.7401712418262605,0.43409777550524103,0.30607346632101945,,,
2021-01-20,711.1121392719625,722.078666445767,703.6496113239269,711.7972753087429,24497817,704.8048789071782,,706.8923494259511,705.841587721285,56.26961755574329,1.0507617046661153,0.5588690764981408,0.4918926281679745,7.343293452444575,719.4914658120674,690.1182920022891
2021-01-21,718.4427542027687,730.4198648307803,717.5446597659154,722.4827290406969,3512887,706.3028424493116,,709.3649298279322,707.3798493748425,60.53309349782305,1.9850804530897221,0.8467667390668692,1.138313714022853,7.750553158807347,721.8039487669263,690.8017361316969
